dn1n2,dn1p2,dre1n2,dre1rh2,dre1lh2,dle1n2,dle1rh2,dle1lh2,drk1n2,drk1rh2,drk1lh2,drk1rk2,drk1lk2,dlk1n2,dlk1rh2,dlk1lh2,dlk1rk2,dlk1lk2,dra1la2,dra1ra2,dra1rh2,dra1lh2,dra1rk2,dra1lk2,dla1la2,dla1ra2,dla1rh2,dla1lh2,dla1rk2,dla1lk2,drw1n2,drw1ne2,drw1rs2,drw1ls2,drw1p2,drw1rw2,drw1lw2,drw1re2,drw1le2,drw1rh2,drw1lh2,dlw1n2,dlw1ne2,dlw1rs2,dlw1ls2,dlw1p2,dlw1rw2,dlw1lw2,dlw1re2,dlw1le2,dlw1rh2,dlw1lh2,dn2p1,dre2n1,dre2rh1,dre2lh1,dle2n1,dle2rh1,dle2lh1,drk2n1,drk2rh1,drk2lh1,drk2lk1,dlk2n1,dlk2rh1,dlk2lh1,dlk2rk1,dra2rh1,dra2lh1,dra2rk1,dra2lk1,dla2rh1,dla2lh1,dla2rk1,dla2lk1,drw2n1,drw2ne1,drw2rs1,drw2ls1,drw2p1,drw2re1,drw2le1,drw2rh1,drw2lh1,dlw2n1,dlw2ne1,dlw2rs1,dlw2ls1,dlw2p1,dlw2re1,dlw2le1,dlw2rh1,dlw2lh1,label
517.81,497.88,286.62,281.95,313.45,484.46,481.71,500.8,256.01,250.77,285.73,360.63,250.77,267.4,262.39,295.98,368.8,262.39,396.23,565.51,331.44,358.62,420.73,331.44,302.19,504.1,210.15,250.84,333.66,210.15,360.6,331.11,350.08,327.5,331.35,0,480.45,0,0,356.9,382.27,330.97,298.56,319.47,294.55,298.83,0,458.63,0,0,326.93,354.46,518.77,0,0,0,0,0,0,576.75,410.9,471.49,368.8,515.24,318.86,393.88,250.77,558.23,604.23,522.34,528.02,385.78,449.77,331.72,340.59,0,0,0,0,0,0,0,0,0,607.4,605.77,551.84,667.38,608.21,427.73,579.23,452.91,508.52,fight
0,496.91,0,330.06,370.82,0,598.35,621.77,0,264.76,314.12,373.61,365.2,0,227.75,283.62,348.37,339.33,400.58,557.45,316.99,359.24,412.27,404.67,310.72,496.82,191.21,255.2,325.65,315.96,0,395.57,405.77,393.25,395.4,499.31,447.01,0,504.29,409.76,443.25,0,627.62,634.1,626.16,627.51,697.67,661.25,0,701.24,636.66,658.71,0,0,0,0,587.27,428.23,478.26,572.69,408.0,460.24,348.37,567.23,400.31,453.44,365.2,554.3,593.81,529.5,512.0,396.18,449.8,360.67,334.45,583.0,568.64,532.18,606.95,569.06,436.29,662.9,422.36,473.02,538.88,523.31,483.45,564.71,523.77,375.3,624.45,359.01,417.43,fight
674.44,513.72,549.2,345.11,384.33,558.34,359.48,397.28,498.89,257.62,308.19,316.65,333.76,498.89,257.62,308.19,316.65,333.76,419.39,411.54,308.03,351.41,358.86,374.04,336.76,326.93,180.01,247.0,257.49,278.26,523.4,288.08,303.38,285.7,288.08,0,419.63,333.4,297.69,302.37,346.46,489.7,221.03,240.63,217.92,221.03,0,376.77,277.52,233.42,239.35,293.08,648.27,540.44,354.13,412.98,519.17,320.74,384.73,553.39,373.61,429.8,316.65,563.36,388.21,442.55,333.76,424.45,474.66,375.3,375.3,432.07,481.49,383.89,383.89,0,0,0,0,0,0,0,0,0,597.5,569.48,528.93,607.82,567.8,451.4,462.48,436.29,485.27,fight
0,570.59,0,426.28,463.88,0,512.74,544.39,0,436.45,473.24,367.93,391.15,0,394.01,434.41,316.43,343.16,361.33,371.38,406.83,446.07,332.26,357.81,325.48,336.6,375.35,417.56,292.87,321.56,0,390.66,583.56,401.65,472.1,454.99,0,440.18,501.81,501.81,534.11,0,205.18,479.61,225.4,335.2,310.64,0,288.51,375.89,375.89,418.04,0,544.47,423.48,380.57,595.4,487.23,450.43,547.16,426.93,384.41,316.43,563.04,447.1,406.7,391.15,458.04,418.69,403.61,357.29,449.93,409.8,394.38,346.83,556.52,537.57,586.57,567.41,576.97,370.03,467.02,438.86,397.61,0,0,0,0,0,0,0,0,0,fight
0,480.01,0,272.09,232.36,0,338.55,307.52,0,287.16,249.83,303.0,332.53,0,279.58,241.08,295.83,326.01,300.81,434.61,304.27,269.32,319.26,347.42,287.78,425.7,291.4,254.69,307.03,336.2,0,291.55,310.88,301.64,305.95,0,337.17,0,317.8,327.89,295.74,0,249.81,272.12,261.52,266.48,0,301.81,0,280.01,291.4,254.69,0,0,0,0,487.65,388.4,349.11,503.65,408.31,371.13,295.83,521.95,430.68,395.61,332.53,503.66,474.02,422.81,417.7,394.05,355.38,283.49,275.81,0,0,0,0,0,0,0,0,0,500.48,532.54,558.16,508.94,533.49,283.21,347.55,404.4,366.82,fight
517.24,677.52,626.33,578.08,595.97,572.54,519.32,539.16,316.41,204.94,251.02,269.68,307.18,334.05,231.25,272.92,290.17,325.32,292.07,296.34,263.59,300.82,316.55,349.05,295.62,299.84,267.53,304.27,319.83,352.03,379.52,547.49,656.98,504.89,579.25,470.28,329.37,353.17,369.98,293.12,327.0,440.99,591.76,694.3,552.59,621.26,521.15,398.65,418.53,432.8,369.27,396.69,600.23,498.23,451.24,399.43,510.28,464.51,414.36,490.05,442.19,389.18,290.17,511.65,466.01,416.04,307.18,427.95,372.92,245.64,267.98,425.01,369.54,240.47,263.25,587.08,683.46,633.1,690.19,661.36,685.14,636.34,547.77,505.94,481.65,595.35,536.78,603.07,569.84,597.28,540.6,432.87,378.55,fight
0,1009.12,0,565.95,584.65,0,286.88,322.19,0,255.36,294.48,292.92,343.84,0,145.78,206.78,204.56,272.52,298.89,299.84,267.17,304.77,303.27,352.7,296.25,297.21,264.21,302.19,300.67,350.46,0,293.63,311.97,290.69,293.86,417.97,316.99,370.14,315.79,293.78,328.35,0,287.7,306.4,284.7,287.94,413.83,311.51,365.45,310.29,287.86,323.07,0,1033.91,468.36,407.18,1015.72,426.72,358.5,1019.25,435.05,368.37,204.56,1035.03,470.84,410.03,343.84,432.67,365.56,289.37,199.45,432.0,364.77,288.38,198.01,1051.98,533.93,578.48,495.82,536.41,639.29,413.15,507.02,451.11,1016.09,459.2,510.31,414.27,462.08,578.34,310.6,427.61,359.56,fight
1025.59,999.97,662.92,622.16,637.93,339.6,250.89,287.78,353.71,269.69,304.31,309.23,351.75,265.45,134.48,194.83,202.43,262.83,451.05,449.44,267.71,302.56,307.51,350.24,387.8,385.91,136.4,196.16,203.71,263.82,0,0,0,0,0,0,0,0,0,0,0,285.27,171.99,200.81,167.87,171.73,0,210.85,243.39,207.2,170.29,221.07,478.07,1014.73,464.46,385.55,1006.67,446.56,363.79,1011.11,456.48,375.9,202.43,1024.91,486.29,411.59,351.75,561.97,498.73,450.62,385.24,563.26,500.19,452.23,387.13,0,0,0,0,0,0,0,0,0,1007.42,427.26,504.05,372.43,437.75,634.46,280.01,448.26,365.87,fight
0,999.99,0,754.52,637.19,0,496.39,288.29,0,506.15,304.79,309.74,351.75,0,448.93,195.58,203.2,262.83,449.66,449.66,504.58,302.17,307.16,349.48,387.2,387.2,449.8,197.57,205.12,264.32,0,0,0,0,0,0,0,0,0,0,0,0,171.99,200.81,167.73,171.86,0,209.62,244.86,207.8,460.93,221.73,0,1015.09,466.15,388.25,1006.79,447.8,366.01,1011.26,457.77,378.13,203.2,1024.91,487.18,413.25,351.75,563.38,500.83,451.43,386.18,563.38,500.83,451.43,386.18,0,0,0,0,0,0,0,0,0,1007.17,419.98,473.62,368.92,420.93,633.08,279.08,448.65,367.04,fight
0,1000.89,0,193.13,227.79,0,253.1,280.45,0,272.09,297.7,299.35,364.07,0,127.19,175.41,178.2,273.3,463.85,466.28,273.09,298.61,300.26,364.82,379.77,382.73,60.41,135.06,138.65,249.33,0,170.1,207.82,158.46,169.55,0,176.2,0,239.51,158.15,199.01,0,189.76,224.2,179.4,189.27,0,195.26,0,253.85,179.14,216.06,0,0,0,0,1015.09,478.17,401.6,1006.79,460.3,380.14,178.2,1027.89,504.79,432.95,364.07,582.35,521.31,465.69,398.76,580.41,519.14,463.26,395.92,0,0,0,0,0,0,0,0,0,1002.04,396.74,457.7,347.86,402.63,208.17,264.75,449.81,367.38,fight
0,644.67,0,324.73,0,0,52.2,0,0,49.93,0,365.0,167.19,0,49.93,0,365.0,167.19,0,705.84,150.0,0,391.45,219.0,0,705.04,146.16,0,389.99,216.39,0,744.26,702.94,792.67,747.09,567.1,0,0,932.76,441.0,0,0,616.86,566.32,674.48,620.28,384.97,0,0,834.66,145.21,0,0,0,0,0,852.94,823.97,823.29,427.4,366.19,364.66,365.0,278.21,169.78,166.46,167.19,692.16,691.35,691.53,691.53,0,0,0,0,423.15,442.68,452.22,426.36,438.9,482.25,360.34,361.22,359.67,0,0,0,0,0,0,0,0,0,fight
0,1005.37,0,195.83,233.26,0,265.61,294.29,0,271.6,299.71,294.39,365.33,0,132.23,183.15,174.32,277.82,482.82,387.19,286.57,313.34,308.25,376.59,389.03,261.05,18.68,128.1,115.11,245.05,0,190.54,225.51,176.03,189.04,0,211.9,0,252.46,176.92,217.62,0,200.74,234.2,187.02,199.32,0,221.12,0,260.25,187.86,226.61,0,0,0,0,1019.2,471.15,391.37,1009.57,449.94,365.56,174.32,1032.49,499.25,424.78,365.33,507.29,434.2,376.25,292.03,583.56,521.28,474.09,410.47,0,0,0,0,0,0,0,0,0,1009.92,402.68,463.28,338.25,400.29,227.92,290.08,450.72,366.51,fight
1005.03,1029.76,491.23,485.81,503.17,251.41,240.63,274.0,277.2,267.47,297.85,292.23,371.26,152.46,133.96,187.4,178.33,290.24,499.29,506.62,293.34,321.28,316.08,390.31,407.6,416.55,53.85,141.68,129.45,263.05,0,0,0,0,0,0,0,0,0,0,0,293.55,479.44,315.74,438.54,369.45,0,382.95,343.11,330.13,284.38,313.12,378.62,1020.61,461.73,384.53,1016.32,452.17,372.99,1009.28,436.12,353.36,178.33,1034.93,492.59,421.08,371.26,589.03,530.68,492.09,434.23,582.74,523.69,484.54,425.66,0,0,0,0,0,0,0,0,0,1034.68,451.89,502.32,403.32,451.48,549.35,351.69,492.06,420.46,fight
1050.93,1009.71,0,0,0,384.24,238.05,274.05,401.32,264.74,297.53,291.16,381.28,325.02,121.12,181.95,171.33,299.92,534.73,386.68,297.44,326.96,321.18,404.67,448.91,255.15,63.6,149.94,136.86,281.66,317.33,123.84,172.89,94.64,125.55,197.25,131.55,0,130.12,98.62,167.82,351.27,195.02,229.31,177.91,196.11,248.2,200.0,0,199.06,180.06,225.51,476.17,0,0,0,1010.29,410.67,322.69,1013.98,419.68,334.08,171.33,1043.44,486.55,414.98,381.28,471.7,397.47,362.14,275.18,599.1,542.58,517.26,460.59,1021.11,402.08,458.69,355.11,406.14,0,293.0,436.61,355.11,1010.48,374.26,434.51,323.27,378.61,0,253.48,411.13,323.27,fight
1042.98,1004.68,525.62,443.83,467.45,365.14,232.44,274.87,370.8,241.24,282.35,268.0,398.42,297.52,96.04,175.35,151.17,331.31,561.89,376.86,286.4,321.79,309.28,427.28,488.77,255.35,72.14,163.49,137.23,325.18,321.57,157.31,186.64,147.0,158.03,0,167.84,180.07,176.67,155.27,213.62,325.3,164.81,193.0,155.0,165.5,0,174.89,186.66,183.38,162.86,219.2,450.06,1008.38,379.53,302.44,1007.78,377.93,300.43,1011.01,386.46,311.1,151.17,1053.11,486.07,428.6,398.42,442.41,378.36,343.8,263.1,607.8,562.9,540.27,492.87,0,0,0,0,0,0,0,0,0,1006.27,354.38,409.1,304.95,356.82,448.38,241.02,373.88,295.33,fight
0,1001.99,0,417.1,439.84,0,197.97,242.25,0,209.35,251.63,226.42,375.13,0,84.5,163.19,120.75,322.55,355.05,386.08,280.63,313.44,293.59,419.11,239.7,283.65,100.77,172.18,132.64,327.19,0,0,0,0,0,0,0,0,0,0,0,0,61.85,104.55,39.81,59.17,0,0,91.71,68.24,75.8,158.86,0,1004.44,361.65,279.6,1002.57,356.43,272.81,1006.81,368.2,288.02,120.75,1050.3,474.37,415.23,375.13,445.46,381.86,337.83,278.29,418.85,350.45,301.88,233.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,283.76,0,183.07,328.6,0,79.71,284.29,0,192.23,333.79,193.83,359.58,0,86.95,286.4,90.43,316.08,550.14,324.26,277.33,389.07,278.44,411.41,486.07,196.87,102.59,291.53,105.55,320.73,0,208.08,220.24,204.04,207.79,452.58,0,0,205.78,217.35,348.86,0,109.93,131.5,102.08,109.38,416.68,0,0,105.51,126.61,300.82,0,0,0,0,282.29,352.04,286.28,291.89,359.78,295.75,90.43,420.63,470.29,423.31,359.58,396.3,339.24,255.31,189.19,595.45,559.09,512.53,483.01,492.11,541.79,569.93,522.91,545.81,437.16,404.9,535.18,494.41,0,0,0,0,0,0,0,0,0,fight
287.7,288.31,454.59,457.03,454.71,70.21,84.6,71.03,185.95,191.85,186.26,250.32,347.46,67.42,82.29,68.26,180.62,301.16,268.29,301.33,269.36,265.41,313.7,395.58,77.39,157.5,81.02,66.73,180.05,300.82,448.64,448.39,445.29,456.99,449.03,478.17,0,633.58,524.17,451.11,448.76,191.67,191.09,183.7,210.49,192.59,253.21,0,486.71,331.99,197.4,191.97,363.5,531.91,568.43,532.44,395.29,443.22,396.0,332.95,388.65,333.79,180.62,411.0,457.29,411.69,347.46,378.72,322.19,234.62,158.15,353.01,291.53,190.34,78.71,331.89,403.88,453.15,347.31,399.38,483.76,179.74,387.74,332.74,0,0,0,0,0,0,0,0,0,fight
0,325.79,0,443.22,462.68,0,298.32,326.53,0,188.16,230.29,173.05,334.25,0,89.87,160.33,51.16,290.51,528.64,269.68,253.06,285.78,242.03,374.65,478.73,149.81,117.29,177.16,91.09,300.13,0,481.88,568.64,479.28,507.83,522.5,0,486.21,0,483.69,501.59,0,212.92,369.43,206.98,266.51,293.49,0,222.57,0,217.01,254.4,0,290.95,360.17,305.26,0,0,0,277.03,349.02,292.03,51.16,398.15,451.22,408.73,334.25,368.73,315.32,209.98,129.47,585.41,553.32,500.83,472.76,348.21,400.15,457.56,364.32,409.97,485.27,357.83,407.83,360.26,0,0,0,0,0,0,0,0,0,fight
0,287.81,0,457.56,472.25,0,309.3,330.63,0,188.81,222.04,181.59,326.17,0,81.32,142.35,62.77,278.12,512.96,235.58,234.05,261.59,228.27,354.28,468.15,107.42,104.01,156.43,90.25,285.57,0,495.56,499.51,492.75,495.63,533.5,533.5,500.3,0,493.3,506.95,0,494.57,498.53,491.76,494.64,532.58,532.58,499.32,0,492.31,505.99,0,295.78,359.48,315.6,0,0,0,279.03,345.83,299.96,62.77,388.93,439.33,404.21,326.17,350.71,305.57,190.71,85.63,575.0,548.64,493.96,463.64,349.01,417.28,467.34,371.69,418.57,500.64,370.05,404.41,365.95,349.01,417.28,467.34,371.69,418.57,500.64,370.05,404.41,365.95,fight
0,293.66,0,468.84,479.63,0,325.21,340.59,0,200.96,225.0,202.6,204.71,0,72.62,124.56,77.03,82.42,242.39,242.39,224.75,246.48,226.21,228.11,238.72,238.72,220.78,242.87,222.27,224.2,0,507.75,514.94,502.1,507.45,541.64,0,516.77,0,498.79,508.95,0,268.89,282.24,258.06,268.34,328.43,0,285.56,0,251.56,271.15,0,309.47,361.39,301.44,0,0,0,279.59,336.15,270.68,77.03,281.13,337.43,272.26,204.71,347.25,284.34,220.51,116.25,347.25,284.34,220.51,116.25,349.43,424.33,484.35,381.91,432.14,514.19,387.74,396.14,342.33,0,0,0,0,0,0,0,0,0,fight
0,355.15,0,301.01,0,0,179.9,0,0,179.81,0,362.4,142.02,0,180.47,0,362.73,142.86,0,697.11,232.9,0,391.47,205.14,0,696.69,231.62,0,390.71,203.69,0,262.99,285.05,706.23,357.21,0,0,0,863.77,304.23,0,0,174.79,206.49,678.34,298.3,0,0,0,841.12,232.26,0,0,0,0,0,862.92,830.1,828.58,436.0,366.78,363.32,362.73,280.94,152.85,144.37,142.02,683.55,681.71,681.21,681.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,248.47,257.85,0,346.05,352.85,0,204.79,216.07,206.34,228.09,0,212.72,223.6,214.22,235.24,243.26,241.81,227.61,237.81,229.01,248.78,243.26,241.81,227.61,237.81,229.01,248.78,0,319.29,483.53,307.55,374.8,0,0,338.65,0,300.22,308.02,0,245.09,438.09,229.58,314.01,0,0,269.82,0,219.67,230.22,0,0,343.96,351.07,0,0,0,0,307.24,315.18,214.22,0,322.24,329.83,228.09,316.89,324.6,220.47,227.85,318.0,325.68,222.06,229.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,451.57,430.63,0,486.01,466.62,0,395.29,371.19,219.74,306.94,0,427.45,405.27,273.39,347.37,257.16,255.2,411.65,388.56,247.95,327.73,256.22,254.25,411.06,387.94,246.98,326.99,0,0,0,0,0,0,0,0,0,0,0,0,306.96,470.62,466.6,468.61,0,0,335.87,449.16,434.43,412.62,0,0,388.91,434.32,0,490.09,526.85,0,345.25,395.7,273.39,0,406.35,450.01,306.94,350.49,400.28,227.88,279.97,351.92,401.54,230.08,281.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,334.01,319.26,0,118.98,67.27,0,236.7,215.39,224.04,221.2,0,193.28,166.51,177.55,173.95,347.19,252.98,265.17,246.34,253.94,251.44,265.77,118.7,142.86,103.82,120.74,115.38,0,423.47,449.75,404.15,423.47,491.43,0,0,530.08,402.37,390.22,0,329.32,362.49,304.07,329.32,413.07,0,0,458.37,301.71,285.3,0,0,0,0,0,462.76,476.95,0,298.72,320.26,177.55,0,296.59,318.28,221.2,297.9,319.49,222.95,176.17,381.17,398.27,325.96,295.94,0,494.61,480.39,508.25,494.21,437.22,306.2,417.93,433.59,0,0,0,0,0,0,0,0,0,fight
487.36,562.08,392.54,378.22,375.71,185.93,153.4,147.12,263.82,242.0,238.07,224.88,229.99,244.49,220.77,216.45,201.85,207.54,264.43,246.4,274.59,271.13,259.62,264.07,265.36,247.4,275.49,272.04,260.57,265.0,394.36,408.94,434.9,539.63,483.66,507.7,0,533.7,0,380.11,377.62,175.16,205.91,253.57,407.88,330.29,364.59,0,400.0,0,140.16,133.26,458.68,605.67,512.66,485.1,0,0,0,467.43,338.34,294.92,201.85,469.91,341.76,298.84,229.99,328.3,283.35,209.47,184.53,342.04,299.16,230.41,208.0,582.89,551.87,573.47,545.06,559.14,506.29,369.88,485.54,456.35,0,0,0,0,0,0,0,0,0,fight
442.88,459.32,346.45,326.47,294.46,215.33,181.46,114.24,281.86,256.91,214.77,236.6,234.79,262.36,235.36,188.45,213.0,210.98,255.63,255.39,288.8,252.05,270.9,269.31,251.75,251.51,285.38,248.11,267.24,265.63,379.79,398.28,431.49,371.21,398.84,0,458.28,439.98,526.31,361.67,333.05,243.66,271.58,318.29,230.05,272.4,0,353.76,329.71,438.32,214.31,161.4,465.64,495.46,400.38,444.5,573.5,493.69,530.09,415.55,295.81,353.24,213.0,414.52,294.36,352.02,234.79,281.68,341.49,218.68,192.9,281.9,341.67,218.96,193.22,0,0,0,0,0,0,0,0,0,511.79,543.7,488.64,576.62,531.6,431.05,334.89,420.42,462.62,fight
0,465.88,0,334.77,293.16,0,233.81,168.93,0,280.37,229.09,236.71,213.03,0,296.29,248.31,255.36,233.57,292.92,273.25,313.6,268.73,275.26,255.18,290.35,270.5,311.2,265.93,272.53,252.23,0,0,0,0,0,0,0,0,0,0,0,0,309.23,345.33,276.48,309.62,0,381.59,0,475.8,270.87,217.35,0,0,0,0,589.54,519.76,563.24,414.69,307.51,376.36,255.36,401.64,289.68,361.94,213.03,305.71,374.89,234.37,253.19,323.41,389.46,257.03,274.3,0,0,0,0,0,0,0,0,0,516.51,548.0,498.96,597.98,547.2,429.32,356.24,435.18,486.28,fight
521.18,561.14,407.41,421.74,383.9,495.99,507.83,476.87,297.06,316.43,263.89,267.69,235.55,312.25,330.72,280.88,284.45,254.44,259.61,0,262.84,196.47,201.53,156.35,319.76,0,322.39,271.01,274.71,243.5,394.95,445.11,474.24,421.02,446.35,0,506.41,0,386.94,409.72,370.65,271.09,340.04,377.36,307.82,341.66,0,417.08,0,259.28,292.18,234.27,513.7,0,0,0,515.14,359.15,401.47,505.02,344.47,388.4,284.45,488.75,320.14,366.99,235.55,0,0,0,0,381.37,421.47,313.75,328.16,0,0,0,0,0,0,0,0,0,610.0,605.21,580.82,626.93,603.62,516.19,588.62,485.51,517.6,fight
0,613.3,0,533.53,532.64,0,307.55,306.01,0,350.33,348.98,311.19,258.19,0,357.01,355.69,318.69,267.19,246.42,285.66,324.05,322.59,281.28,221.23,256.33,294.25,331.65,330.23,290.0,232.22,0,0,0,0,0,0,0,0,0,0,0,0,406.68,446.65,449.11,447.88,0,464.84,466.51,535.2,348.86,347.51,0,627.04,512.18,539.66,679.69,575.43,600.02,520.92,374.83,411.59,318.69,491.1,332.15,373.13,258.19,378.13,414.6,315.16,322.57,349.44,388.6,280.08,288.39,0,0,0,0,0,0,0,0,0,625.8,618.76,596.45,641.61,618.76,615.65,434.7,510.65,538.21,fight
0,498.07,0,532.66,495.39,0,532.66,495.39,0,335.97,273.06,0,360.56,0,367.73,311.31,0,390.32,312.61,0,307.85,237.61,0,334.51,352.14,0,347.92,287.64,0,371.72,0,0,0,0,0,0,0,0,0,0,0,0,439.07,0,394.66,316.0,0,487.89,452.91,336.55,374.53,319.31,0,594.43,488.7,517.25,511.35,383.36,419.14,0,0,0,0,552.83,437.15,468.85,360.56,0,0,0,0,420.62,453.48,340.33,371.72,0,0,0,0,0,0,0,0,0,621.5,616.88,562.86,636.25,598.68,617.65,617.65,521.28,548.14,fight
1080.89,0,595.08,0,0,396.42,0,0,420.74,0,0,0,239.46,453.12,0,0,0,292.64,289.09,332.27,0,0,0,279.81,292.91,335.6,0,0,0,283.75,446.81,0,0,0,0,0,371.3,462.6,0,0,0,427.56,0,0,0,0,0,347.9,444.04,0,0,0,488.99,1087.52,436.94,394.67,0,0,0,0,0,0,0,1024.03,238.48,147.36,239.46,298.3,232.0,299.08,343.14,249.3,164.3,250.24,301.52,0,0,0,0,0,0,0,0,0,1051.93,423.14,474.2,371.3,421.11,540.69,308.82,338.79,282.18,fight
0,0,0,151.92,142.69,0,54.08,14.32,0,373.92,370.26,0,0,0,141.69,131.75,0,0,0,0,716.04,714.14,0,0,0,0,370.95,367.27,0,0,0,252.49,184.62,235.78,209.08,157.62,0,134.18,0,144.47,134.73,0,260.76,195.78,244.62,219.0,170.56,0,149.16,0,158.48,149.66,0,0,123.2,190.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.52,151.72,92.14,117.73,164.48,83.05,148.38,207.34,0,0,0,0,0,0,0,0,0,fight
0,0,0,522.03,0,0,528.37,0,0,365.83,0,370.76,293.03,0,372.2,0,377.05,300.95,340.04,368.65,394.15,0,398.73,327.7,340.99,369.53,394.97,0,399.55,328.69,0,0,0,0,0,0,652.01,0,503.42,517.51,0,0,0,0,0,0,0,525.04,0,322.47,344.05,0,0,0,0,0,1033.25,384.15,232.03,1041.93,406.92,268.06,377.05,1016.87,337.62,142.34,293.03,377.49,220.84,338.2,345.08,349.61,168.81,306.76,314.33,0,0,0,0,0,0,0,0,0,1113.23,565.02,599.27,532.69,564.13,655.6,660.66,565.02,474.89,fight
0,0,0,0,0,0,0,0,0,0,0,0,229.84,0,0,0,0,326.29,361.47,380.66,0,0,0,345.22,364.32,383.38,0,0,0,348.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.42,232.81,140.04,229.84,282.72,212.93,280.27,363.58,256.28,176.32,253.58,343.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
1048.21,0,450.73,0,0,333.06,0,0,358.63,0,0,309.71,220.1,431.6,0,0,391.9,325.74,360.03,368.58,0,0,402.75,338.72,362.85,371.34,0,0,405.27,341.71,416.02,0,0,0,0,0,384.85,0,0,0,0,370.54,0,0,0,0,0,335.17,0,0,0,0,439.56,0,0,0,0,0,0,1032.49,328.61,263.76,391.9,1009.24,245.99,148.64,220.1,285.72,207.89,263.76,356.7,274.59,192.31,251.67,347.85,0,0,0,0,0,0,0,0,0,1036.23,408.96,458.42,364.66,410.19,422.13,293.21,340.18,278.04,fight
1046.63,0,507.85,0,0,317.61,0,0,399.37,0,0,366.65,297.49,412.17,0,0,380.55,314.46,351.53,356.5,0,0,391.35,327.44,355.25,360.17,0,0,394.7,331.44,517.24,0,0,0,0,626.5,0,0,0,0,0,355.03,0,0,0,0,501.0,0,0,0,0,0,427.21,0,0,0,0,0,0,1034.59,328.22,259.89,380.55,1012.14,248.58,146.99,297.49,285.78,203.67,329.2,344.62,279.54,194.83,323.81,339.47,1104.71,554.8,592.2,520.89,554.5,618.77,475.22,507.69,466.44,0,0,0,0,0,0,0,0,0,fight
1046.37,0,507.33,0,0,316.22,0,0,397.96,0,0,365.84,296.55,411.52,0,0,380.55,314.52,350.8,356.5,0,0,391.35,327.5,354.53,360.17,0,0,394.7,331.49,514.16,0,0,0,0,622.25,0,0,0,0,0,353.62,0,0,0,0,497.88,0,0,0,0,0,426.2,0,0,0,0,0,0,1034.59,328.98,261.02,380.55,1012.16,249.65,149.09,296.55,286.64,205.1,328.3,344.62,279.52,195.02,322.09,338.71,1103.51,551.81,589.96,517.81,551.81,616.62,472.06,505.57,464.22,0,0,0,0,0,0,0,0,0,fight
0,513.18,0,432.99,422.09,0,249.97,230.59,0,191.13,164.98,209.67,60.14,0,359.81,346.62,369.99,310.72,316.67,316.67,336.98,322.87,347.83,283.98,319.33,319.33,339.49,325.48,350.26,286.94,0,0,433.67,422.02,427.79,0,0,0,0,375.33,362.71,0,0,343.36,328.52,335.9,0,0,0,0,265.89,247.75,0,0,0,0,0,0,0,478.17,335.83,337.42,369.99,433.94,269.14,271.12,60.14,303.43,305.19,152.49,340.85,303.43,305.19,152.49,340.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,340.63,281.26,0,0,0,348.75,291.04,238.42,307.06,0,0,265.85,183.73,309.42,364.94,0,0,331.01,269.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.04,344.68,273.86,348.75,999.74,286.15,195.13,281.26,377.37,314.01,373.68,381.1,323.99,247.32,319.68,328.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
1067.08,1024.17,430.07,0,0,430.71,0,0,474.37,0,0,0,0,411.43,0,0,0,0,270.22,283.68,0,0,0,0,276.59,289.75,0,0,0,0,461.65,0,349.69,352.84,351.26,0,295.05,0,287.01,0,0,452.64,0,337.7,340.96,339.33,0,280.74,0,272.28,0,0,546.11,0,0,0,1003.95,330.4,261.0,0,0,0,0,0,0,0,0,306.41,229.89,281.09,152.51,294.0,213.06,267.51,125.72,0,0,0,0,0,0,0,0,0,1006.28,379.59,421.07,408.82,414.93,242.69,243.81,337.4,269.82,fight
1035.63,1023.82,277.19,0,0,293.97,0,0,330.85,0,0,0,0,260.99,0,0,0,0,183.83,221.92,0,0,0,0,264.37,292.14,0,0,0,0,1011.41,1026.01,989.39,1012.43,999.32,996.33,999.82,0,0,0,0,304.53,349.96,220.62,307.88,261.58,249.9,263.5,0,0,0,0,382.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.97,267.37,270.5,178.39,305.66,236.71,240.24,127.94,1020.9,258.12,401.2,283.64,340.2,215.75,236.92,338.94,278.37,1024.32,271.31,409.81,295.69,350.31,231.37,251.22,349.09,290.64,fight
